"","gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"11522","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11523","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11524","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11525","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11526","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11527","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11528","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11529","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11530","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11531","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11532","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11533","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11534","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11535","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11536","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11537","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11538","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11539","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11540","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11541","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11542","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11543","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11544","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11545","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11546","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11547","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11548","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11549","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11550","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11551","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11552","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11553","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11554","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11555","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11556","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11557","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11558","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11559","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11560","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11561","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11562","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11563","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11564","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11565","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11566","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11567","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11568","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11569","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11570","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11571","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11572","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11573","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11574","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11575","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11576","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11577","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11578","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11579","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11580","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11581","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11582","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11583","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11584","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11585","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11586","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11587","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11588","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11589","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11590","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11591","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11592","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11593","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11594","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11595","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11596","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11597","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11598","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11599","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11600","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11601","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11602","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11603","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11604","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11605","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11606","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11607","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11608","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11609","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11610","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11611","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11612","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11613","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11614","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11615","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11616","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11617","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11618","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11619","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11620","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11621","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11622","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11623","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11624","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11625","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11626","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11627","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11628","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11629","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11630","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11631","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11632","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11633","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11634","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11635","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11636","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11637","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11638","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11639","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11640","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11641","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11642","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11643","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11644","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11645","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11646","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11647","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11648","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11649","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11650","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11651","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11652","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11653","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11654","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11655","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11656","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11657","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11658","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11659","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11660","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11661","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11662","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11663","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11664","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11665","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11666","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11667","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11668","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11669","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11670","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11671","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11672","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11673","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11674","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11675","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11676","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11677","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11678","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11679","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11680","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11681","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11682","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11683","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11684","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11685","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11686","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11687","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11688","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11689","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11690","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11691","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11692","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11693","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11694","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11695","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11696","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11697","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11698","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11699","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11700","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11701","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11702","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11703","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11704","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11705","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11706","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11707","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11708","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11709","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11710","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11711","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11712","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11713","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11714","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11715","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11716","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11717","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11718","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11719","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11720","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11721","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11722","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11723","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11724","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11725","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11726","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11727","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11728","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11729","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11730","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11731","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11732","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11733","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11734","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11735","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11736","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11737","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11738","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11739","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11740","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11741","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11742","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11743","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11744","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11745","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11746","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11747","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11748","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11749","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11750","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11751","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11752","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11753","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11754","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11755","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11756","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11757","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11758","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11759","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11760","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11761","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11762","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11763","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11764","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11765","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11766","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11767","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11768","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11769","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11770","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11771","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11772","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11773","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11774","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11775","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11776","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11777","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11778","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11779","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11780","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11781","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11782","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11783","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11784","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11785","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11786","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11787","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11788","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11789","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11790","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11791","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11792","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11793","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11794","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11795","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11796","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11797","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11798","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11799","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11800","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11801","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11802","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11803","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11804","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11805","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11806","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11807","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11808","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11809","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11810","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11811","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11812","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11813","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11814","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11815","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11816","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11817","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11818","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11819","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11820","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11821","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11822","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11823","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11824","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11825","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11826","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11827","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11828","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11829","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11830","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11831","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11832","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11833","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11834","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11835","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11836","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11837","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11838","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11839","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11840","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11841","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11842","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11843","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11844","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11845","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11846","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11847","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11848","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11849","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11850","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11851","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11852","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11853","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11854","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11855","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11856","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11857","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11858","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11859","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11860","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11861","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11862","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11863","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11864","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11865","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11866","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11867","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11868","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11869","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11870","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11871","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11872","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11873","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11874","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11875","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11876","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11877","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11878","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11879","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11880","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11881","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11882","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11883","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11884","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11885","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11886","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11887","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11888","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11889","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11890","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11891","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11892","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11893","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11894","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11895","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11896","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11897","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11898","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11899","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11900","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11901","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11902","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11903","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11904","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11905","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11906","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11907","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11908","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11909","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11910","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11911","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11912","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11913","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11914","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11915","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11916","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11917","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11918","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11919","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11920","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11921","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11922","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11923","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11924","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11925","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11926","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11927","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11928","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11929","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11930","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
